codigo_ibge_municipio,municipio,ano_safra,area_plantada_ha,area_colhida_ha,producao_ton,rendimento_kg_ha
4300034,Aceguá - RS,2000,,,,
4300034,Aceguá - RS,2001,100.0,100.0,126.0,1260.0
4300034,Aceguá - RS,2002,100.0,100.0,126.0,1260.0
4300034,Aceguá - RS,2003,750.0,750.0,945.0,1260.0
4300034,Aceguá - RS,2004,750.0,750.0,945.0,1260.0
4300034,Aceguá - RS,2005,2000.0,2000.0,480.0,240.0
4300034,Aceguá - RS,2006,2000.0,2000.0,2400.0,1200.0
4300034,Aceguá - RS,2007,2000.0,2000.0,3160.0,1580.0
4300034,Aceguá - RS,2008,2000.0,2000.0,3480.0,1740.0
4300034,Aceguá - RS,2009,2100.0,2100.0,3675.0,1750.0
4300034,Aceguá - RS,2010,2100.0,2100.0,3675.0,1750.0
4300034,Aceguá - RS,2011,5000.0,5000.0,12000.0,2400.0
4300034,Aceguá - RS,2012,8000.0,5600.0,8176.0,1460.0
4300034,Aceguá - RS,2013,15000.0,15000.0,31500.0,2100.0
4300034,Aceguá - RS,2014,18000.0,18000.0,41400.0,2300.0
4300034,Aceguá - RS,2015,25000.0,25000.0,58150.0,2326.0
4300034,Aceguá - RS,2016,25000.0,20000.0,50000.0,2500.0
4300034,Aceguá - RS,2017,20000.0,20000.0,50000.0,2500.0
4300034,Aceguá - RS,2018,25000.0,15000.0,30000.0,2000.0
4300034,Aceguá - RS,2019,25000.0,25000.0,52500.0,2100.0
4300034,Aceguá - RS,2020,25000.0,25000.0,26250.0,1050.0
4300034,Aceguá - RS,2021,25000.0,25000.0,63000.0,2520.0
4300034,Aceguá - RS,2022,30000.0,30000.0,48750.0,1625.0
4300034,Aceguá - RS,2023,28000.0,28000.0,35000.0,1250.0
4300034,Aceguá - RS,2024,32000.0,32000.0,36288.0,1134.0
4300034,Aceguá - RS,2025,31500.0,31500.0,71820.0,2280.0
4300109,Agudo - RS,2000,,,,
4300109,Agudo - RS,2001,,,,
4300109,Agudo - RS,2002,,,,
4300109,Agudo - RS,2003,,,,
4300109,Agudo - RS,2004,,,,
4300109,Agudo - RS,2005,,,,
4300109,Agudo - RS,2006,,,,
4300109,Agudo - RS,2007,,,,
4300109,Agudo - RS,2008,20.0,20.0,48.0,2400.0
4300109,Agudo - RS,2009,70.0,70.0,134.0,1914.0
4300109,Agudo - RS,2010,150.0,150.0,315.0,2100.0
4300109,Agudo - RS,2011,150.0,150.0,405.0,2700.0
4300109,Agudo - RS,2012,300.0,300.0,450.0,1500.0
4300109,Agudo - RS,2013,400.0,400.0,1120.0,2800.0
4300109,Agudo - RS,2014,600.0,600.0,1800.0,3000.0
4300109,Agudo - RS,2015,700.0,700.0,2394.0,3420.0
4300109,Agudo - RS,2016,850.0,830.0,2490.0,3000.0
4300109,Agudo - RS,2017,900.0,900.0,2790.0,3100.0
4300109,Agudo - RS,2018,850.0,850.0,2550.0,3000.0
4300109,Agudo - RS,2019,950.0,950.0,2830.0,2979.0
4300109,Agudo - RS,2020,1000.0,1000.0,720.0,720.0
4300109,Agudo - RS,2021,1000.0,1000.0,3500.0,3500.0
4300109,Agudo - RS,2022,1500.0,1500.0,2700.0,1800.0
4300109,Agudo - RS,2023,1500.0,1500.0,1800.0,1200.0
4300109,Agudo - RS,2024,1500.0,1000.0,2100.0,2100.0
4300109,Agudo - RS,2025,1500.0,1500.0,2250.0,1500.0
4300208,Ajuricaba - RS,2000,18500.0,18500.0,27750.0,1500.0
4300208,Ajuricaba - RS,2001,17000.0,17000.0,40800.0,2400.0
4300208,Ajuricaba - RS,2002,18300.0,18300.0,29646.0,1620.0
4300208,Ajuricaba - RS,2003,19000.0,19000.0,49020.0,2580.0
4300208,Ajuricaba - RS,2004,19500.0,19500.0,23400.0,1200.0
4300208,Ajuricaba - RS,2005,20000.0,18000.0,8640.0,480.0
4300208,Ajuricaba - RS,2006,19000.0,19000.0,36480.0,1920.0
4300208,Ajuricaba - RS,2007,19000.0,19000.0,47880.0,2520.0
4300208,Ajuricaba - RS,2008,18500.0,18500.0,38850.0,2100.0
4300208,Ajuricaba - RS,2009,18500.0,18500.0,38850.0,2100.0
4300208,Ajuricaba - RS,2010,18500.0,18500.0,49950.0,2700.0
4300208,Ajuricaba - RS,2011,17000.0,17000.0,45900.0,2700.0
4300208,Ajuricaba - RS,2012,17000.0,17000.0,13600.0,800.0
4300208,Ajuricaba - RS,2013,17000.0,17000.0,43860.0,2580.0
4300208,Ajuricaba - RS,2014,17000.0,17000.0,37740.0,2220.0
4300208,Ajuricaba - RS,2015,17000.0,17000.0,56100.0,3300.0
4300208,Ajuricaba - RS,2016,17500.0,17500.0,57750.0,3300.0
4300208,Ajuricaba - RS,2017,18200.0,18200.0,68796.0,3780.0
4300208,Ajuricaba - RS,2018,20000.0,20000.0,72000.0,3600.0
4300208,Ajuricaba - RS,2019,20000.0,20000.0,75600.0,3780.0
4300208,Ajuricaba - RS,2020,20000.0,20000.0,41220.0,2061.0
4300208,Ajuricaba - RS,2021,20000.0,20000.0,78000.0,3900.0
4300208,Ajuricaba - RS,2022,20020.0,20020.0,14418.0,720.0
4300208,Ajuricaba - RS,2023,21560.0,21560.0,33980.0,1576.0
4300208,Ajuricaba - RS,2024,21560.0,21410.0,74606.0,3485.0
4300208,Ajuricaba - RS,2025,21760.0,21760.0,47472.0,2182.0
4300307,Alecrim - RS,2000,6500.0,6500.0,7293.0,1122.0
4300307,Alecrim - RS,2001,6000.0,6000.0,9000.0,1500.0
4300307,Alecrim - RS,2002,6000.0,6000.0,5400.0,900.0
4300307,Alecrim - RS,2003,7000.0,7000.0,10801.0,1543.0
4300307,Alecrim - RS,2004,5600.0,5600.0,4558.0,813.0
4300307,Alecrim - RS,2005,5600.0,1000.0,300.0,300.0
4300307,Alecrim - RS,2006,4500.0,4500.0,4050.0,900.0
4300307,Alecrim - RS,2007,4000.0,4000.0,6800.0,1700.0
4300307,Alecrim - RS,2008,3500.0,3500.0,2520.0,720.0
4300307,Alecrim - RS,2009,2700.0,2700.0,2700.0,1000.0
4300307,Alecrim - RS,2010,2000.0,2000.0,4800.0,2400.0
4300307,Alecrim - RS,2011,2000.0,2000.0,6000.0,3000.0
4300307,Alecrim - RS,2012,2000.0,2000.0,1200.0,600.0
4300307,Alecrim - RS,2013,2000.0,2000.0,4200.0,2100.0
4300307,Alecrim - RS,2014,2000.0,2000.0,4200.0,2100.0
4300307,Alecrim - RS,2015,2000.0,2000.0,6000.0,3000.0
4300307,Alecrim - RS,2016,2000.0,2000.0,6000.0,3000.0
4300307,Alecrim - RS,2017,2000.0,2000.0,6600.0,3300.0
4300307,Alecrim - RS,2018,2000.0,2000.0,6000.0,3000.0
4300307,Alecrim - RS,2019,2200.0,2200.0,5280.0,2400.0
4300307,Alecrim - RS,2020,2200.0,2200.0,6600.0,3000.0
4300307,Alecrim - RS,2021,2200.0,2200.0,6600.0,3000.0
4300307,Alecrim - RS,2022,2300.0,2300.0,1656.0,720.0
4300307,Alecrim - RS,2023,2300.0,2300.0,2622.0,1140.0
4300307,Alecrim - RS,2024,2405.0,2405.0,6354.0,2642.0
4300307,Alecrim - RS,2025,2602.0,2602.0,3905.0,1501.0
4300406,Alegrete - RS,2000,5000.0,5000.0,6750.0,1350.0
4300406,Alegrete - RS,2001,6500.0,6500.0,11700.0,1800.0
4300406,Alegrete - RS,2002,10500.0,10500.0,13230.0,1260.0
4300406,Alegrete - RS,2003,15000.0,15000.0,31500.0,2100.0
4300406,Alegrete - RS,2004,26000.0,26000.0,21840.0,840.0
4300406,Alegrete - RS,2005,32000.0,32000.0,26880.0,840.0
4300406,Alegrete - RS,2006,25000.0,25000.0,19500.0,780.0
4300406,Alegrete - RS,2007,17000.0,17000.0,30600.0,1800.0
4300406,Alegrete - RS,2008,12000.0,12000.0,21000.0,1750.0
4300406,Alegrete - RS,2009,15000.0,15000.0,18000.0,1200.0
4300406,Alegrete - RS,2010,10000.0,10000.0,21000.0,2100.0
4300406,Alegrete - RS,2011,8000.0,8000.0,14400.0,1800.0
4300406,Alegrete - RS,2012,11308.0,11308.0,5767.0,510.0
4300406,Alegrete - RS,2013,20000.0,20000.0,48000.0,2400.0
4300406,Alegrete - RS,2014,20000.0,20000.0,36000.0,1800.0
4300406,Alegrete - RS,2015,25000.0,25000.0,45000.0,1800.0
4300406,Alegrete - RS,2016,24000.0,23750.0,61750.0,2600.0
4300406,Alegrete - RS,2017,27000.0,27000.0,81000.0,3000.0
4300406,Alegrete - RS,2018,35000.0,35000.0,84000.0,2400.0
4300406,Alegrete - RS,2019,38000.0,38000.0,91200.0,2400.0
4300406,Alegrete - RS,2020,60000.0,60000.0,72000.0,1200.0
4300406,Alegrete - RS,2021,60000.0,60000.0,162000.0,2700.0
4300406,Alegrete - RS,2022,85000.0,85000.0,51000.0,600.0
4300406,Alegrete - RS,2023,100000.0,100000.0,72000.0,720.0
4300406,Alegrete - RS,2024,120000.0,115000.0,227000.0,1974.0
4300406,Alegrete - RS,2025,115000.0,115000.0,125400.0,1090.0
4300455,Alegria - RS,2000,9000.0,9000.0,9000.0,1000.0
4300455,Alegria - RS,2001,8500.0,8500.0,12240.0,1440.0
4300455,Alegria - RS,2002,9000.0,9000.0,8793.0,977.0
4300455,Alegria - RS,2003,10000.0,10000.0,24000.0,2400.0
4300455,Alegria - RS,2004,10500.0,10500.0,14700.0,1400.0
4300455,Alegria - RS,2005,10500.0,2200.0,660.0,300.0
4300455,Alegria - RS,2006,10000.0,10000.0,10000.0,1000.0
4300455,Alegria - RS,2007,10000.0,10000.0,21000.0,2100.0
4300455,Alegria - RS,2008,8850.0,8850.0,9558.0,1080.0
4300455,Alegria - RS,2009,7950.0,7950.0,11448.0,1440.0
4300455,Alegria - RS,2010,8800.0,8800.0,18480.0,2100.0
4300455,Alegria - RS,2011,8800.0,8800.0,21120.0,2400.0
4300455,Alegria - RS,2012,8000.0,7200.0,2973.0,413.0
4300455,Alegria - RS,2013,6800.0,6800.0,16320.0,2400.0
4300455,Alegria - RS,2014,6800.0,6800.0,15640.0,2300.0
4300455,Alegria - RS,2015,6800.0,6800.0,18360.0,2700.0
4300455,Alegria - RS,2016,7000.0,7000.0,20160.0,2880.0
4300455,Alegria - RS,2017,6087.0,6087.0,20061.0,3296.0
4300455,Alegria - RS,2018,7487.0,7487.0,22461.0,3000.0
4300455,Alegria - RS,2019,6787.0,6787.0,20413.0,3008.0
4300455,Alegria - RS,2020,7432.0,7432.0,20185.0,2716.0
4300455,Alegria - RS,2021,7432.0,7432.0,20185.0,2716.0
4300455,Alegria - RS,2022,7132.0,7132.0,4675.0,655.0
4300455,Alegria - RS,2023,7360.0,7360.0,15600.0,2120.0
4300455,Alegria - RS,2024,7660.0,7660.0,16326.0,2131.0
4300455,Alegria - RS,2025,8300.0,8300.0,12330.0,1486.0
4300471,Almirante Tamandaré do Sul - RS,2000,,,,
4300471,Almirante Tamandaré do Sul - RS,2001,13700.0,13700.0,41100.0,3000.0
4300471,Almirante Tamandaré do Sul - RS,2002,14700.0,14700.0,32634.0,2220.0
4300471,Almirante Tamandaré do Sul - RS,2003,15200.0,15200.0,47424.0,3120.0
4300471,Almirante Tamandaré do Sul - RS,2004,16400.0,16400.0,35260.0,2150.0
4300471,Almirante Tamandaré do Sul - RS,2005,15500.0,15500.0,9300.0,600.0
4300471,Almirante Tamandaré do Sul - RS,2006,14500.0,14500.0,40600.0,2800.0
4300471,Almirante Tamandaré do Sul - RS,2007,14500.0,14500.0,43500.0,3000.0
4300471,Almirante Tamandaré do Sul - RS,2008,14000.0,14000.0,37800.0,2700.0
4300471,Almirante Tamandaré do Sul - RS,2009,14200.0,14200.0,34932.0,2460.0
4300471,Almirante Tamandaré do Sul - RS,2010,15000.0,15000.0,42000.0,2800.0
4300471,Almirante Tamandaré do Sul - RS,2011,14600.0,14600.0,49640.0,3400.0
4300471,Almirante Tamandaré do Sul - RS,2012,15300.0,15300.0,27540.0,1800.0
4300471,Almirante Tamandaré do Sul - RS,2013,15400.0,15400.0,44660.0,2900.0
4300471,Almirante Tamandaré do Sul - RS,2014,16000.0,16000.0,48000.0,3000.0
4300471,Almirante Tamandaré do Sul - RS,2015,16000.0,16000.0,59520.0,3720.0
4300471,Almirante Tamandaré do Sul - RS,2016,17212.0,17212.0,61963.0,3600.0
4300471,Almirante Tamandaré do Sul - RS,2017,16600.0,16600.0,67728.0,4080.0
4300471,Almirante Tamandaré do Sul - RS,2018,17120.0,17120.0,70877.0,4140.0
4300471,Almirante Tamandaré do Sul - RS,2019,16930.0,16930.0,71106.0,4200.0
4300471,Almirante Tamandaré do Sul - RS,2020,16640.0,16640.0,59023.0,3547.0
4300471,Almirante Tamandaré do Sul - RS,2021,16640.0,16640.0,65001.0,3906.0
4300471,Almirante Tamandaré do Sul - RS,2022,16300.0,16300.0,37290.0,2288.0
4300471,Almirante Tamandaré do Sul - RS,2023,16520.0,16520.0,27993.0,1694.0
4300471,Almirante Tamandaré do Sul - RS,2024,16100.0,16100.0,67620.0,4200.0
4300471,Almirante Tamandaré do Sul - RS,2025,16760.0,16760.0,30267.0,1806.0
4300505,Alpestre - RS,2000,450.0,450.0,675.0,1500.0
4300505,Alpestre - RS,2001,500.0,500.0,960.0,1920.0
4300505,Alpestre - RS,2002,450.0,450.0,378.0,840.0
4300505,Alpestre - RS,2003,400.0,400.0,912.0,2280.0
4300505,Alpestre - RS,2004,500.0,500.0,442.0,884.0
4300505,Alpestre - RS,2005,580.0,580.0,418.0,720.0
4300505,Alpestre - RS,2006,400.0,400.0,594.0,1485.0
4300505,Alpestre - RS,2007,300.0,300.0,513.0,1710.0
4300505,Alpestre - RS,2008,200.0,200.0,369.0,1845.0
4300505,Alpestre - RS,2009,300.0,300.0,363.0,1210.0
4300505,Alpestre - RS,2010,300.0,300.0,720.0,2400.0
4300505,Alpestre - RS,2011,300.0,300.0,720.0,2400.0
4300505,Alpestre - RS,2012,200.0,200.0,246.0,1230.0
4300505,Alpestre - RS,2013,250.0,238.0,579.0,2433.0
4300505,Alpestre - RS,2014,300.0,300.0,504.0,1680.0
4300505,Alpestre - RS,2015,330.0,330.0,917.0,2779.0
4300505,Alpestre - RS,2016,700.0,700.0,1750.0,2500.0
4300505,Alpestre - RS,2017,700.0,603.0,1820.0,3018.0
4300505,Alpestre - RS,2018,900.0,900.0,2211.0,2457.0
4300505,Alpestre - RS,2019,900.0,880.0,2390.0,2716.0
4300505,Alpestre - RS,2020,1200.0,1200.0,2350.0,1958.0
4300505,Alpestre - RS,2021,1400.0,1400.0,4036.0,2883.0
4300505,Alpestre - RS,2022,2000.0,1700.0,2457.0,1445.0
4300505,Alpestre - RS,2023,1700.0,1700.0,4663.0,2743.0
4300505,Alpestre - RS,2024,2000.0,2000.0,5478.0,2739.0
4300505,Alpestre - RS,2025,1620.0,1620.0,3276.0,2022.0
4300554,Alto Alegre - RS,2000,5000.0,5000.0,9000.0,1800.0
4300554,Alto Alegre - RS,2001,5000.0,5000.0,13500.0,2700.0
4300554,Alto Alegre - RS,2002,5500.0,5500.0,13530.0,2460.0
4300554,Alto Alegre - RS,2003,6000.0,6000.0,18600.0,3100.0
4300554,Alto Alegre - RS,2004,6200.0,6200.0,6696.0,1080.0
4300554,Alto Alegre - RS,2005,6200.0,6050.0,3630.0,600.0
4300554,Alto Alegre - RS,2006,5700.0,5700.0,14706.0,2580.0
4300554,Alto Alegre - RS,2007,6000.0,6000.0,12600.0,2100.0
4300554,Alto Alegre - RS,2008,5700.0,5700.0,11400.0,2000.0
4300554,Alto Alegre - RS,2009,5500.0,5500.0,15510.0,2820.0
4300554,Alto Alegre - RS,2010,6000.0,6000.0,15840.0,2640.0
4300554,Alto Alegre - RS,2011,6000.0,6000.0,19080.0,3180.0
4300554,Alto Alegre - RS,2012,6250.0,6250.0,14250.0,2280.0
4300554,Alto Alegre - RS,2013,6250.0,6250.0,21000.0,3360.0
4300554,Alto Alegre - RS,2014,6315.0,6315.0,18945.0,3000.0
4300554,Alto Alegre - RS,2015,6045.0,6045.0,19935.0,3298.0
4300554,Alto Alegre - RS,2016,6050.0,6050.0,19965.0,3300.0
4300554,Alto Alegre - RS,2017,6080.0,6080.0,21936.0,3608.0
4300554,Alto Alegre - RS,2018,6080.0,6080.0,20136.0,3312.0
4300554,Alto Alegre - RS,2019,6000.0,6000.0,18000.0,3000.0
4300554,Alto Alegre - RS,2020,6000.0,6000.0,7200.0,1200.0
4300554,Alto Alegre - RS,2021,6000.0,6000.0,23400.0,3900.0
4300554,Alto Alegre - RS,2022,5600.0,5600.0,5600.0,1000.0
4300554,Alto Alegre - RS,2023,6008.0,6008.0,8719.0,1451.0
4300554,Alto Alegre - RS,2024,6225.0,6225.0,19930.0,3202.0
4300554,Alto Alegre - RS,2025,6325.0,6325.0,13075.0,2067.0
4300570,Alto Feliz - RS,2000,,,,
4300570,Alto Feliz - RS,2001,,,,
4300570,Alto Feliz - RS,2002,,,,
4300570,Alto Feliz - RS,2003,,,,
4300570,Alto Feliz - RS,2004,,,,
4300570,Alto Feliz - RS,2005,,,,
4300570,Alto Feliz - RS,2006,,,,
4300570,Alto Feliz - RS,2007,,,,
4300570,Alto Feliz - RS,2008,,,,
4300570,Alto Feliz - RS,2009,,,,
4300570,Alto Feliz - RS,2010,,,,
4300570,Alto Feliz - RS,2011,,,,
4300570,Alto Feliz - RS,2012,,,,
4300570,Alto Feliz - RS,2013,,,,
4300570,Alto Feliz - RS,2014,,,,
4300570,Alto Feliz - RS,2015,,,,
4300570,Alto Feliz - RS,2016,,,,
4300570,Alto Feliz - RS,2017,,,,
4300570,Alto Feliz - RS,2018,,,,
4300570,Alto Feliz - RS,2019,,,,
4300570,Alto Feliz - RS,2020,,,,
4300570,Alto Feliz - RS,2021,,,,
4300570,Alto Feliz - RS,2022,,,,
4300570,Alto Feliz - RS,2023,,,,
4300570,Alto Feliz - RS,2024,,,,
4300570,Alto Feliz - RS,2025,,,,
4300604,Alvorada - RS,2000,,,,
4300604,Alvorada - RS,2001,,,,
4300604,Alvorada - RS,2002,,,,
4300604,Alvorada - RS,2003,,,,
4300604,Alvorada - RS,2004,,,,
4300604,Alvorada - RS,2005,,,,
4300604,Alvorada - RS,2006,,,,
4300604,Alvorada - RS,2007,,,,
4300604,Alvorada - RS,2008,,,,
4300604,Alvorada - RS,2009,,,,
4300604,Alvorada - RS,2010,,,,
4300604,Alvorada - RS,2011,,,,
4300604,Alvorada - RS,2012,,,,
4300604,Alvorada - RS,2013,,,,
4300604,Alvorada - RS,2014,,,,
4300604,Alvorada - RS,2015,,,,
4300604,Alvorada - RS,2016,,,,
4300604,Alvorada - RS,2017,,,,
4300604,Alvorada - RS,2018,,,,
4300604,Alvorada - RS,2019,35.0,35.0,70.0,2000.0
4300604,Alvorada - RS,2020,35.0,30.0,42.0,1400.0
4300604,Alvorada - RS,2021,,,,
4300604,Alvorada - RS,2022,,,,
4300604,Alvorada - RS,2023,40.0,40.0,60.0,1500.0
4300604,Alvorada - RS,2024,25.0,25.0,50.0,2000.0
4300604,Alvorada - RS,2025,20.0,20.0,44.0,2200.0
4300638,Amaral Ferrador - RS,2000,,,,
4300638,Amaral Ferrador - RS,2001,,,,
4300638,Amaral Ferrador - RS,2002,,,,
4300638,Amaral Ferrador - RS,2003,600.0,600.0,1440.0,2400.0
4300638,Amaral Ferrador - RS,2004,600.0,600.0,480.0,800.0
4300638,Amaral Ferrador - RS,2005,200.0,200.0,240.0,1200.0
4300638,Amaral Ferrador - RS,2006,600.0,600.0,648.0,1080.0
4300638,Amaral Ferrador - RS,2007,850.0,850.0,1828.0,2150.0
4300638,Amaral Ferrador - RS,2008,600.0,600.0,1290.0,2150.0
4300638,Amaral Ferrador - RS,2009,600.0,600.0,1200.0,2000.0
4300638,Amaral Ferrador - RS,2010,600.0,600.0,1200.0,2000.0
4300638,Amaral Ferrador - RS,2011,600.0,600.0,1140.0,1900.0
4300638,Amaral Ferrador - RS,2012,600.0,600.0,1296.0,2160.0
4300638,Amaral Ferrador - RS,2013,690.0,690.0,2070.0,3000.0
4300638,Amaral Ferrador - RS,2014,700.0,700.0,2100.0,3000.0
4300638,Amaral Ferrador - RS,2015,1300.0,1300.0,3120.0,2400.0
4300638,Amaral Ferrador - RS,2016,1600.0,1600.0,2880.0,1800.0
4300638,Amaral Ferrador - RS,2017,1600.0,1600.0,3360.0,2100.0
4300638,Amaral Ferrador - RS,2018,1500.0,1500.0,3150.0,2100.0
4300638,Amaral Ferrador - RS,2019,2000.0,2000.0,4200.0,2100.0
4300638,Amaral Ferrador - RS,2020,2000.0,2000.0,2880.0,1440.0
4300638,Amaral Ferrador - RS,2021,2000.0,2000.0,4800.0,2400.0
4300638,Amaral Ferrador - RS,2022,2000.0,2000.0,5400.0,2700.0
4300638,Amaral Ferrador - RS,2023,4000.0,4000.0,7200.0,1800.0
4300638,Amaral Ferrador - RS,2024,4500.0,3000.0,3600.0,1200.0
4300638,Amaral Ferrador - RS,2025,4500.0,4500.0,9450.0,2100.0
4300646,Ametista do Sul - RS,2000,1100.0,1100.0,1386.0,1260.0
4300646,Ametista do Sul - RS,2001,1000.0,1000.0,1400.0,1400.0
4300646,Ametista do Sul - RS,2002,800.0,800.0,1008.0,1260.0
4300646,Ametista do Sul - RS,2003,800.0,800.0,1008.0,1260.0
4300646,Ametista do Sul - RS,2004,700.0,700.0,353.0,504.0
4300646,Ametista do Sul - RS,2005,700.0,700.0,315.0,450.0
4300646,Ametista do Sul - RS,2006,700.0,700.0,525.0,750.0
4300646,Ametista do Sul - RS,2007,700.0,700.0,1050.0,1500.0
4300646,Ametista do Sul - RS,2008,300.0,300.0,315.0,1050.0
4300646,Ametista do Sul - RS,2009,300.0,300.0,405.0,1350.0
4300646,Ametista do Sul - RS,2010,320.0,320.0,672.0,2100.0
4300646,Ametista do Sul - RS,2011,300.0,300.0,750.0,2500.0
4300646,Ametista do Sul - RS,2012,300.0,300.0,720.0,2400.0
4300646,Ametista do Sul - RS,2013,300.0,300.0,900.0,3000.0
4300646,Ametista do Sul - RS,2014,400.0,400.0,432.0,1080.0
4300646,Ametista do Sul - RS,2015,400.0,400.0,1120.0,2800.0
4300646,Ametista do Sul - RS,2016,500.0,500.0,1500.0,3000.0
4300646,Ametista do Sul - RS,2017,500.0,485.0,1397.0,2880.0
4300646,Ametista do Sul - RS,2018,500.0,500.0,1425.0,2850.0
4300646,Ametista do Sul - RS,2019,500.0,470.0,1410.0,3000.0
4300646,Ametista do Sul - RS,2020,600.0,600.0,900.0,1500.0
4300646,Ametista do Sul - RS,2021,600.0,600.0,1872.0,3120.0
4300646,Ametista do Sul - RS,2022,700.0,700.0,945.0,1350.0
4300646,Ametista do Sul - RS,2023,800.0,800.0,1920.0,2400.0
4300646,Ametista do Sul - RS,2024,800.0,785.0,2041.0,2600.0
4300646,Ametista do Sul - RS,2025,650.0,650.0,1365.0,2100.0
4300661,André da Rocha - RS,2000,2300.0,2300.0,3864.0,1680.0
4300661,André da Rocha - RS,2001,2500.0,2500.0,4500.0,1800.0
4300661,André da Rocha - RS,2002,3500.0,3500.0,7980.0,2280.0
4300661,André da Rocha - RS,2003,4500.0,4500.0,11250.0,2500.0
4300661,André da Rocha - RS,2004,8000.0,8000.0,14400.0,1800.0
4300661,André da Rocha - RS,2005,7700.0,7700.0,4620.0,600.0
4300661,André da Rocha - RS,2006,8000.0,8000.0,19200.0,2400.0
4300661,André da Rocha - RS,2007,8000.0,8000.0,21600.0,2700.0
4300661,André da Rocha - RS,2008,8500.0,8500.0,18700.0,2200.0
4300661,André da Rocha - RS,2009,9000.0,9000.0,22680.0,2520.0
4300661,André da Rocha - RS,2010,10000.0,10000.0,25200.0,2520.0
4300661,André da Rocha - RS,2011,10000.0,10000.0,27000.0,2700.0
4300661,André da Rocha - RS,2012,11000.0,11000.0,16500.0,1500.0
4300661,André da Rocha - RS,2013,12000.0,12000.0,30960.0,2580.0
4300661,André da Rocha - RS,2014,13000.0,13000.0,35100.0,2700.0
4300661,André da Rocha - RS,2015,14300.0,14300.0,42900.0,3000.0
4300661,André da Rocha - RS,2016,14355.0,14355.0,55984.0,3900.0
4300661,André da Rocha - RS,2017,16700.0,16700.0,65832.0,3942.0
4300661,André da Rocha - RS,2018,18000.0,18000.0,64800.0,3600.0
4300661,André da Rocha - RS,2019,15000.0,15000.0,49500.0,3300.0
4300661,André da Rocha - RS,2020,16000.0,16000.0,21888.0,1368.0
4300661,André da Rocha - RS,2021,18000.0,18000.0,56160.0,3120.0
4300661,André da Rocha - RS,2022,12920.0,12920.0,19380.0,1500.0
4300661,André da Rocha - RS,2023,14500.0,14500.0,30450.0,2100.0
4300661,André da Rocha - RS,2024,12000.0,12000.0,40620.0,3385.0
4300661,André da Rocha - RS,2025,12500.0,12500.0,48750.0,3900.0
4300703,Anta Gorda - RS,2000,220.0,220.0,383.0,1740.0
4300703,Anta Gorda - RS,2001,220.0,220.0,436.0,1981.0
4300703,Anta Gorda - RS,2002,200.0,200.0,342.0,1710.0
4300703,Anta Gorda - RS,2003,200.0,200.0,420.0,2100.0
4300703,Anta Gorda - RS,2004,200.0,200.0,360.0,1800.0
4300703,Anta Gorda - RS,2005,200.0,120.0,50.0,416.0
4300703,Anta Gorda - RS,2006,100.0,100.0,147.0,1470.0
4300703,Anta Gorda - RS,2007,100.0,100.0,168.0,1680.0
4300703,Anta Gorda - RS,2008,100.0,100.0,116.0,1160.0
4300703,Anta Gorda - RS,2009,70.0,70.0,147.0,2100.0
4300703,Anta Gorda - RS,2010,128.0,128.0,346.0,2703.0
4300703,Anta Gorda - RS,2011,128.0,128.0,384.0,3000.0
4300703,Anta Gorda - RS,2012,100.0,100.0,150.0,1500.0
4300703,Anta Gorda - RS,2013,165.0,165.0,479.0,2903.0
4300703,Anta Gorda - RS,2014,100.0,100.0,270.0,2700.0
4300703,Anta Gorda - RS,2015,150.0,150.0,630.0,4200.0
4300703,Anta Gorda - RS,2016,250.0,250.0,897.0,3588.0
4300703,Anta Gorda - RS,2017,270.0,270.0,1044.0,3867.0
4300703,Anta Gorda - RS,2018,270.0,270.0,983.0,3641.0
4300703,Anta Gorda - RS,2019,270.0,270.0,1053.0,3900.0
4300703,Anta Gorda - RS,2020,350.0,350.0,576.0,1646.0
4300703,Anta Gorda - RS,2021,450.0,450.0,1620.0,3600.0
4300703,Anta Gorda - RS,2022,600.0,600.0,900.0,1500.0
4300703,Anta Gorda - RS,2023,700.0,700.0,1260.0,1800.0
4300703,Anta Gorda - RS,2024,700.0,700.0,1260.0,1800.0
4300703,Anta Gorda - RS,2025,900.0,900.0,3420.0,3800.0
4300802,Antônio Prado - RS,2000,,,,
4300802,Antônio Prado - RS,2001,,,,
4300802,Antônio Prado - RS,2002,,,,
4300802,Antônio Prado - RS,2003,,,,
4300802,Antônio Prado - RS,2004,,,,
4300802,Antônio Prado - RS,2005,,,,
4300802,Antônio Prado - RS,2006,,,,
4300802,Antônio Prado - RS,2007,,,,
4300802,Antônio Prado - RS,2008,,,,
4300802,Antônio Prado - RS,2009,,,,
4300802,Antônio Prado - RS,2010,,,,
4300802,Antônio Prado - RS,2011,,,,
4300802,Antônio Prado - RS,2012,,,,
4300802,Antônio Prado - RS,2013,,,,
4300802,Antônio Prado - RS,2014,,,,
4300802,Antônio Prado - RS,2015,,,,
4300802,Antônio Prado - RS,2016,,,,
4300802,Antônio Prado - RS,2017,100.0,100.0,360.0,3600.0
4300802,Antônio Prado - RS,2018,,,,
4300802,Antônio Prado - RS,2019,,,,
4300802,Antônio Prado - RS,2020,,,,
4300802,Antônio Prado - RS,2021,,,,
4300802,Antônio Prado - RS,2022,,,,
4300802,Antônio Prado - RS,2023,,,,
4300802,Antônio Prado - RS,2024,,,,
