codigo_ibge_municipio,municipio,ano_safra,area_plantada_ha,area_colhida_ha,producao_ton,rendimento_kg_ha,codigo_estacao,dist_km,precipitacao_total_safra_mm,precipitacao_dias_com_dado,temperatura_media_safra_c,oni_media_safra
4300034,Aceguá - RS,2000,,,,,,,,,,-1.365
4300034,Aceguá - RS,2001,100.0,100.0,126.0,1260.0,,,,,,-1.045
4300034,Aceguá - RS,2002,100.0,100.0,126.0,1260.0,,,,,,-0.405
4300034,Aceguá - RS,2003,750.0,750.0,945.0,1260.0,,,,,,0.21
4300034,Aceguá - RS,2004,750.0,750.0,945.0,1260.0,,,,,,0.72
4300034,Aceguá - RS,2005,2000.0,2000.0,480.0,240.0,,,,,,0.4375
4300034,Aceguá - RS,2006,2000.0,2000.0,2400.0,1200.0,,,,,,-0.07750000000000001
4300034,Aceguá - RS,2007,2000.0,2000.0,3160.0,1580.0,A827,59.36141918918144,261.2,85.0,22.844186046511627,-0.14499999999999996
4300034,Aceguá - RS,2008,2000.0,2000.0,3480.0,1740.0,A827,59.36141918918144,537.8,182.0,21.111538461538462,-0.4025
4300034,Aceguá - RS,2009,2100.0,2100.0,3675.0,1750.0,A827,59.36141918918144,554.4,182.0,20.935164835164834,-1.255
4300034,Aceguá - RS,2010,2100.0,2100.0,3675.0,1750.0,A827,59.36141918918144,1101.2,180.0,21.339444444444442,0.32999999999999996
4300034,Aceguá - RS,2011,5000.0,5000.0,12000.0,2400.0,A827,59.36141918918144,359.2,180.0,21.155,0.11499999999999999
4300034,Aceguá - RS,2012,8000.0,5600.0,8176.0,1460.0,A827,59.36141918918144,501.2,183.0,21.112021857923498,-1.08
4300034,Aceguá - RS,2013,15000.0,15000.0,31500.0,2100.0,A827,59.36141918918144,770.6,181.0,21.088333333333335,-0.615
4300034,Aceguá - RS,2014,18000.0,18000.0,41400.0,2300.0,A827,59.36141918918144,1219.4,182.0,21.33131868131868,-0.0875
4300034,Aceguá - RS,2015,25000.0,25000.0,58150.0,2326.0,A827,59.36141918918144,923.6,182.0,21.49285714285714,0.2875
4300034,Aceguá - RS,2016,25000.0,20000.0,50000.0,2500.0,A827,59.36141918918144,1114.2,183.0,20.769945355191258,1.5525
4300034,Aceguá - RS,2017,20000.0,20000.0,50000.0,2500.0,A827,59.36141918918144,565.2,162.0,21.367283950617285,1.26
4300034,Aceguá - RS,2018,25000.0,15000.0,30000.0,2000.0,A827,59.36141918918144,554.4,182.0,21.237362637362637,-0.56
4300034,Aceguá - RS,2019,25000.0,25000.0,52500.0,2100.0,A827,59.36141918918144,768.0,170.0,21.427647058823528,0.13999999999999999
4300034,Aceguá - RS,2020,25000.0,25000.0,26250.0,1050.0,A827,59.36141918918144,712.6,183.0,21.889071038251366,0.865
4300034,Aceguá - RS,2021,25000.0,25000.0,63000.0,2520.0,A827,59.36141918918144,680.4,182.0,20.837912087912088,-0.0925
4300034,Aceguá - RS,2022,30000.0,30000.0,48750.0,1625.0,A827,59.36141918918144,458.0,182.0,21.338461538461537,-0.9025000000000001
4300034,Aceguá - RS,2023,28000.0,28000.0,35000.0,1250.0,A827,59.36141918918144,496.4,182.0,22.054395604395605,-0.655
4300109,Agudo - RS,2000,,,,,,,,,,-1.365
4300109,Agudo - RS,2001,,,,,,,,,,-1.045
4300109,Agudo - RS,2002,,,,,A803,46.18303118189153,4.4,121.0,23.845901639344262,-0.405
4300109,Agudo - RS,2003,,,,,A803,46.18303118189153,70.2,143.0,22.976223776223776,0.21
4300109,Agudo - RS,2004,,,,,A803,46.18303118189153,957.6,166.0,21.991463414634147,0.72
4300109,Agudo - RS,2005,,,,,A803,46.18303118189153,491.6,166.0,22.27409638554217,0.4375
4300109,Agudo - RS,2006,,,,,A803,46.18303118189153,755.0,173.0,22.504651162790697,-0.07750000000000001
4300109,Agudo - RS,2007,,,,,A803,46.18303118189153,891.2,179.0,22.916292134831462,-0.14499999999999996
4300109,Agudo - RS,2008,20.0,20.0,48.0,2400.0,A803,46.18303118189153,749.8,179.0,22.272067039106144,-0.4025
4300109,Agudo - RS,2009,70.0,70.0,134.0,1914.0,A803,46.18303118189153,743.2,182.0,22.217032967032967,-1.255
4300109,Agudo - RS,2010,150.0,150.0,315.0,2100.0,A803,46.18303118189153,1469.2,179.0,22.975977653631283,0.32999999999999996
4300109,Agudo - RS,2011,150.0,150.0,405.0,2700.0,A803,46.18303118189153,675.6,180.0,22.14388888888889,0.11499999999999999
4300109,Agudo - RS,2012,300.0,300.0,450.0,1500.0,A803,46.18303118189153,632.8,183.0,22.96120218579235,-1.08
4300109,Agudo - RS,2013,400.0,400.0,1120.0,2800.0,A803,46.18303118189153,1127.8,181.0,22.65888888888889,-0.615
4300109,Agudo - RS,2014,600.0,600.0,1800.0,3000.0,A803,46.18303118189153,1023.4,182.0,23.29065934065934,-0.0875
4300109,Agudo - RS,2015,700.0,700.0,2394.0,3420.0,A803,46.18303118189153,962.6,152.0,23.213636363636365,0.2875
4300109,Agudo - RS,2016,850.0,830.0,2490.0,3000.0,A803,46.18303118189153,1457.6,183.0,21.97814207650273,1.5525
4300109,Agudo - RS,2017,900.0,900.0,2790.0,3100.0,A803,46.18303118189153,1420.8,182.0,21.910989010989013,1.26
4300109,Agudo - RS,2018,850.0,850.0,2550.0,3000.0,A803,46.18303118189153,829.0,182.0,22.506043956043957,-0.56
4300109,Agudo - RS,2019,950.0,950.0,2830.0,2979.0,A803,46.18303118189153,901.0,182.0,22.7978021978022,0.13999999999999999
4300109,Agudo - RS,2020,1000.0,1000.0,720.0,720.0,A803,46.18303118189153,980.0,182.0,23.306010928961747,0.865
4300109,Agudo - RS,2021,1000.0,1000.0,3500.0,3500.0,A803,46.18303118189153,415.0,99.0,23.269000000000002,-0.0925
4300109,Agudo - RS,2022,1500.0,1500.0,2700.0,1800.0,A803,46.18303118189153,636.4,180.0,22.868715083798882,-0.9025000000000001
4300109,Agudo - RS,2023,1500.0,1500.0,1800.0,1200.0,A803,46.18303118189153,417.6,176.0,23.085474860335196,-0.655
4300208,Ajuricaba - RS,2000,18500.0,18500.0,27750.0,1500.0,,,,,,-1.365
4300208,Ajuricaba - RS,2001,17000.0,17000.0,40800.0,2400.0,,,,,,-1.045
4300208,Ajuricaba - RS,2002,18300.0,18300.0,29646.0,1620.0,,,,,,-0.405
4300208,Ajuricaba - RS,2003,19000.0,19000.0,49020.0,2580.0,,,,,,0.21
4300208,Ajuricaba - RS,2004,19500.0,19500.0,23400.0,1200.0,,,,,,0.72
4300208,Ajuricaba - RS,2005,20000.0,18000.0,8640.0,480.0,,,,,,0.4375
4300208,Ajuricaba - RS,2006,19000.0,19000.0,36480.0,1920.0,,,,,,-0.07750000000000001
4300208,Ajuricaba - RS,2007,19000.0,19000.0,47880.0,2520.0,,,,,,-0.14499999999999996
4300208,Ajuricaba - RS,2008,18500.0,18500.0,38850.0,2100.0,A853,42.242507499451335,665.4,177.0,21.90730337078652,-0.4025
4300208,Ajuricaba - RS,2009,18500.0,18500.0,38850.0,2100.0,A853,42.242507499451335,875.8,182.0,21.69010989010989,-1.255
4300208,Ajuricaba - RS,2010,18500.0,18500.0,49950.0,2700.0,A853,42.242507499451335,1050.6,179.0,22.427777777777777,0.32999999999999996
4300208,Ajuricaba - RS,2011,17000.0,17000.0,45900.0,2700.0,A853,42.242507499451335,946.4,180.0,21.418333333333333,0.11499999999999999
4300208,Ajuricaba - RS,2012,17000.0,17000.0,13600.0,800.0,A853,42.242507499451335,362.2,140.0,21.448920863309354,-1.08
4300208,Ajuricaba - RS,2013,17000.0,17000.0,43860.0,2580.0,A853,42.242507499451335,1184.6,181.0,21.46388888888889,-0.615
4300208,Ajuricaba - RS,2014,17000.0,17000.0,37740.0,2220.0,A853,42.242507499451335,906.8,182.0,22.002197802197802,-0.0875
4300208,Ajuricaba - RS,2015,17000.0,17000.0,56100.0,3300.0,A853,42.242507499451335,915.8,182.0,21.910989010989013,0.2875
4300208,Ajuricaba - RS,2016,17500.0,17500.0,57750.0,3300.0,A853,42.242507499451335,1366.6,183.0,21.311475409836067,1.5525
4300208,Ajuricaba - RS,2017,18200.0,18200.0,68796.0,3780.0,A853,42.242507499451335,1194.4,182.0,21.2510989010989,1.26
4300208,Ajuricaba - RS,2018,20000.0,20000.0,72000.0,3600.0,A853,42.242507499451335,1156.6,182.0,20.97967032967033,-0.56
4300208,Ajuricaba - RS,2019,20000.0,20000.0,75600.0,3780.0,A853,42.242507499451335,1004.8,182.0,21.332417582417584,0.13999999999999999
4300208,Ajuricaba - RS,2020,20000.0,20000.0,41220.0,2061.0,A853,42.242507499451335,362.4,129.0,23.12608695652174,0.865
4300208,Ajuricaba - RS,2021,20000.0,20000.0,78000.0,3900.0,A853,42.242507499451335,563.8,177.0,21.496067415730337,-0.0925
4300208,Ajuricaba - RS,2022,20020.0,20020.0,14418.0,720.0,A853,42.242507499451335,653.6,181.0,22.43425414364641,-0.9025000000000001
4300208,Ajuricaba - RS,2023,21560.0,21560.0,33980.0,1576.0,A853,42.242507499451335,455.4,175.0,21.930285714285716,-0.655
4300307,Alecrim - RS,2000,6500.0,6500.0,7293.0,1122.0,,,,,,-1.365
4300307,Alecrim - RS,2001,6000.0,6000.0,9000.0,1500.0,,,,,,-1.045
4300307,Alecrim - RS,2002,6000.0,6000.0,5400.0,900.0,,,,,,-0.405
4300307,Alecrim - RS,2003,7000.0,7000.0,10801.0,1543.0,,,,,,0.21
4300307,Alecrim - RS,2004,5600.0,5600.0,4558.0,813.0,,,,,,0.72
4300307,Alecrim - RS,2005,5600.0,1000.0,300.0,300.0,,,,,,0.4375
4300307,Alecrim - RS,2006,4500.0,4500.0,4050.0,900.0,,,,,,-0.07750000000000001
4300307,Alecrim - RS,2007,4000.0,4000.0,6800.0,1700.0,A810,38.14345251061419,617.6,132.0,24.712878787878786,-0.14499999999999996
4300307,Alecrim - RS,2008,3500.0,3500.0,2520.0,720.0,A810,38.14345251061419,618.2,170.0,23.631952662721893,-0.4025
4300307,Alecrim - RS,2009,2700.0,2700.0,2700.0,1000.0,A810,38.14345251061419,260.6,110.0,24.1697247706422,-1.255
4300307,Alecrim - RS,2010,2000.0,2000.0,4800.0,2400.0,A810,38.14345251061419,935.2,179.0,23.994972067039107,0.32999999999999996
4300307,Alecrim - RS,2011,2000.0,2000.0,6000.0,3000.0,A810,38.14345251061419,921.4,177.0,22.684745762711863,0.11499999999999999
4300307,Alecrim - RS,2012,2000.0,2000.0,1200.0,600.0,A810,38.14345251061419,627.4,183.0,23.505464480874316,-1.08
4300307,Alecrim - RS,2013,2000.0,2000.0,4200.0,2100.0,A810,38.14345251061419,1181.0,181.0,23.07277777777778,-0.615
4300307,Alecrim - RS,2014,2000.0,2000.0,4200.0,2100.0,A810,38.14345251061419,874.4,147.0,23.095890410958905,-0.0875
4300307,Alecrim - RS,2015,2000.0,2000.0,6000.0,3000.0,A810,38.14345251061419,1075.6,182.0,23.8,0.2875
4300307,Alecrim - RS,2016,2000.0,2000.0,6000.0,3000.0,A810,38.14345251061419,986.1999999999999,108.0,24.50925925925926,1.5525
4300307,Alecrim - RS,2017,2000.0,2000.0,6600.0,3300.0,A810,38.14345251061419,1145.6,182.0,23.185714285714287,1.26
4300307,Alecrim - RS,2018,2000.0,2000.0,6000.0,3000.0,A810,38.14345251061419,1196.6,182.0,22.95274725274725,-0.56
4300307,Alecrim - RS,2019,2200.0,2200.0,5280.0,2400.0,A810,38.14345251061419,649.0,145.0,23.329142857142855,0.13999999999999999
4300307,Alecrim - RS,2020,2200.0,2200.0,6600.0,3000.0,A810,38.14345251061419,467.2,121.0,24.013114754098357,0.865
4300307,Alecrim - RS,2021,2200.0,2200.0,6600.0,3000.0,A810,38.14345251061419,692.0,164.0,23.45432098765432,-0.0925
4300307,Alecrim - RS,2022,2300.0,2300.0,1656.0,720.0,A810,38.14345251061419,0.0,0.0,22.912,-0.9025000000000001
4300307,Alecrim - RS,2023,2300.0,2300.0,2622.0,1140.0,A810,38.14345251061419,476.8,182.0,23.589010989010987,-0.655
4300406,Alegrete - RS,2000,5000.0,5000.0,6750.0,1350.0,,,,,,-1.365
4300406,Alegrete - RS,2001,6500.0,6500.0,11700.0,1800.0,,,,,,-1.045
4300406,Alegrete - RS,2002,10500.0,10500.0,13230.0,1260.0,,,,,,-0.405
4300406,Alegrete - RS,2003,15000.0,15000.0,31500.0,2100.0,,,,,,0.21
4300406,Alegrete - RS,2004,26000.0,26000.0,21840.0,840.0,,,,,,0.72
4300406,Alegrete - RS,2005,32000.0,32000.0,26880.0,840.0,,,,,,0.4375
4300406,Alegrete - RS,2006,25000.0,25000.0,19500.0,780.0,,,,,,-0.07750000000000001
4300406,Alegrete - RS,2007,17000.0,17000.0,30600.0,1800.0,A826,27.519334517543484,844.6,176.0,23.65310734463277,-0.14499999999999996
4300406,Alegrete - RS,2008,12000.0,12000.0,21000.0,1750.0,A826,27.519334517543484,674.8,178.0,23.20056179775281,-0.4025
4300406,Alegrete - RS,2009,15000.0,15000.0,18000.0,1200.0,A826,27.519334517543484,627.0,182.0,23.239560439560442,-1.255
4300406,Alegrete - RS,2010,10000.0,10000.0,21000.0,2100.0,A826,27.519334517543484,938.8,118.0,23.053448275862067,0.32999999999999996
4300406,Alegrete - RS,2011,8000.0,8000.0,14400.0,1800.0,A826,27.519334517543484,642.6,180.0,22.939444444444447,0.11499999999999999
4300406,Alegrete - RS,2012,11308.0,11308.0,5767.0,510.0,A826,27.519334517543484,498.8,183.0,23.343715846994535,-1.08
4300406,Alegrete - RS,2013,20000.0,20000.0,48000.0,2400.0,A826,27.519334517543484,1034.8,158.0,23.171337579617834,-0.615
4300406,Alegrete - RS,2014,20000.0,20000.0,36000.0,1800.0,A826,27.519334517543484,871.2,144.0,23.348251748251748,-0.0875
4300406,Alegrete - RS,2015,25000.0,25000.0,45000.0,1800.0,A826,27.519334517543484,575.0,130.0,22.926515151515154,0.2875
4300406,Alegrete - RS,2016,24000.0,23750.0,61750.0,2600.0,A826,27.519334517543484,1376.6,183.0,22.49398907103825,1.5525
4300406,Alegrete - RS,2017,27000.0,27000.0,81000.0,3000.0,A826,27.519334517543484,714.0,106.0,21.92666666666667,1.26
4300406,Alegrete - RS,2018,35000.0,35000.0,84000.0,2400.0,A826,27.519334517543484,822.8,179.0,22.641666666666666,-0.56
4300406,Alegrete - RS,2019,38000.0,38000.0,91200.0,2400.0,A826,27.519334517543484,1221.0,182.0,22.855494505494505,0.13999999999999999
4300406,Alegrete - RS,2020,60000.0,60000.0,72000.0,1200.0,A826,27.519334517543484,629.6,183.0,23.65136612021858,0.865
4300406,Alegrete - RS,2021,60000.0,60000.0,162000.0,2700.0,A826,27.519334517543484,609.1999999999999,177.0,22.78707865168539,-0.0925
4300406,Alegrete - RS,2022,85000.0,85000.0,51000.0,600.0,A826,27.519334517543484,556.4,182.0,23.57857142857143,-0.9025000000000001
4300406,Alegrete - RS,2023,100000.0,100000.0,72000.0,720.0,A826,27.519334517543484,446.4,178.0,23.922471910112357,-0.655
4300455,Alegria - RS,2000,9000.0,9000.0,9000.0,1000.0,,,,,,-1.365
4300455,Alegria - RS,2001,8500.0,8500.0,12240.0,1440.0,,,,,,-1.045
4300455,Alegria - RS,2002,9000.0,9000.0,8793.0,977.0,A805,26.108901535989823,409.2,113.0,23.603478260869565,-0.405
4300455,Alegria - RS,2003,10000.0,10000.0,24000.0,2400.0,A805,26.108901535989823,860.6,97.0,22.920618556701033,0.21
4300455,Alegria - RS,2004,10500.0,10500.0,14700.0,1400.0,A805,26.108901535989823,374.8,60.0,22.294736842105262,0.72
4300455,Alegria - RS,2005,10500.0,2200.0,660.0,300.0,A805,26.108901535989823,0.0,0.0,,0.4375
4300455,Alegria - RS,2006,10000.0,10000.0,10000.0,1000.0,A805,26.108901535989823,723.8,166.0,22.5855421686747,-0.07750000000000001
4300455,Alegria - RS,2007,10000.0,10000.0,21000.0,2100.0,A805,26.108901535989823,1062.0,179.0,22.99441340782123,-0.14499999999999996
4300455,Alegria - RS,2008,8850.0,8850.0,9558.0,1080.0,A805,26.108901535989823,807.8,179.0,22.26536312849162,-0.4025
4300455,Alegria - RS,2009,7950.0,7950.0,11448.0,1440.0,A805,26.108901535989823,893.8,182.0,21.90989010989011,-1.255
4300455,Alegria - RS,2010,8800.0,8800.0,18480.0,2100.0,A805,26.108901535989823,1168.8,179.0,22.71,0.32999999999999996
4300455,Alegria - RS,2011,8800.0,8800.0,21120.0,2400.0,A805,26.108901535989823,1079.0,177.0,21.57640449438202,0.11499999999999999
4300455,Alegria - RS,2012,8000.0,7200.0,2973.0,413.0,A805,26.108901535989823,525.2,138.0,22.928260869565218,-1.08
4300455,Alegria - RS,2013,6800.0,6800.0,16320.0,2400.0,A805,26.108901535989823,1093.2,181.0,22.272222222222222,-0.615
4300455,Alegria - RS,2014,6800.0,6800.0,15640.0,2300.0,A805,26.108901535989823,740.2,88.0,21.135227272727274,-0.0875
4300455,Alegria - RS,2015,6800.0,6800.0,18360.0,2700.0,A805,26.108901535989823,922.8,182.0,22.79945054945055,0.2875
4300455,Alegria - RS,2016,7000.0,7000.0,20160.0,2880.0,A805,26.108901535989823,456.6,68.0,20.722388059701494,1.5525
4300455,Alegria - RS,2017,6087.0,6087.0,20061.0,3296.0,A805,26.108901535989823,411.2,144.0,22.489436619718308,1.26
4300455,Alegria - RS,2018,7487.0,7487.0,22461.0,3000.0,A805,26.108901535989823,993.8,173.0,22.2,-0.56
4300455,Alegria - RS,2019,6787.0,6787.0,20413.0,3008.0,A805,26.108901535989823,648.8,174.0,22.452873563218393,0.13999999999999999
4300455,Alegria - RS,2020,7432.0,7432.0,20185.0,2716.0,A805,26.108901535989823,817.8,182.0,23.353846153846153,0.865
4300455,Alegria - RS,2021,7432.0,7432.0,20185.0,2716.0,A805,26.108901535989823,919.8,177.0,22.62808988764045,-0.0925
4300455,Alegria - RS,2022,7132.0,7132.0,4675.0,655.0,A805,26.108901535989823,768.6,181.0,23.390659340659344,-0.9025000000000001
4300455,Alegria - RS,2023,7360.0,7360.0,15600.0,2120.0,A805,26.108901535989823,709.0,178.0,22.68888888888889,-0.655
4300471,Almirante Tamandaré do Sul - RS,2000,,,,,,,,,,-1.365
4300471,Almirante Tamandaré do Sul - RS,2001,13700.0,13700.0,41100.0,3000.0,,,,,,-1.045
4300471,Almirante Tamandaré do Sul - RS,2002,14700.0,14700.0,32634.0,2220.0,,,,,,-0.405
4300471,Almirante Tamandaré do Sul - RS,2003,15200.0,15200.0,47424.0,3120.0,,,,,,0.21
4300471,Almirante Tamandaré do Sul - RS,2004,16400.0,16400.0,35260.0,2150.0,,,,,,0.72
4300471,Almirante Tamandaré do Sul - RS,2005,15500.0,15500.0,9300.0,600.0,,,,,,0.4375
4300471,Almirante Tamandaré do Sul - RS,2006,14500.0,14500.0,40600.0,2800.0,,,,,,-0.07750000000000001
4300471,Almirante Tamandaré do Sul - RS,2007,14500.0,14500.0,43500.0,3000.0,,,,,,-0.14499999999999996
4300471,Almirante Tamandaré do Sul - RS,2008,14000.0,14000.0,37800.0,2700.0,A856,45.16589357615596,65.4,29.0,21.341379310344827,-0.4025
4300471,Almirante Tamandaré do Sul - RS,2009,14200.0,14200.0,34932.0,2460.0,A856,45.16589357615596,835.4,182.0,21.25384615384615,-1.255
4300471,Almirante Tamandaré do Sul - RS,2010,15000.0,15000.0,42000.0,2800.0,A856,45.16589357615596,976.2,179.0,22.143333333333334,0.32999999999999996
4300471,Almirante Tamandaré do Sul - RS,2011,14600.0,14600.0,49640.0,3400.0,A856,45.16589357615596,980.6,179.0,20.970949720670394,0.11499999999999999
4300471,Almirante Tamandaré do Sul - RS,2012,15300.0,15300.0,27540.0,1800.0,A856,45.16589357615596,478.0,165.0,21.59578313253012,-1.08
4300471,Almirante Tamandaré do Sul - RS,2013,15400.0,15400.0,44660.0,2900.0,A856,45.16589357615596,1051.2,181.0,21.27722222222222,-0.615
4300471,Almirante Tamandaré do Sul - RS,2014,16000.0,16000.0,48000.0,3000.0,A856,45.16589357615596,1029.2,182.0,21.946153846153845,-0.0875
4300471,Almirante Tamandaré do Sul - RS,2015,16000.0,16000.0,59520.0,3720.0,A856,45.16589357615596,491.40000000000003,151.0,21.89120879120879,0.2875
4300471,Almirante Tamandaré do Sul - RS,2016,17212.0,17212.0,61963.0,3600.0,A856,45.16589357615596,833.8,151.0,21.419672131147543,1.5525
4300471,Almirante Tamandaré do Sul - RS,2017,16600.0,16600.0,67728.0,4080.0,A856,45.16589357615596,914.6,182.0,21.37142857142857,1.26
4300471,Almirante Tamandaré do Sul - RS,2018,17120.0,17120.0,70877.0,4140.0,A856,45.16589357615596,1167.8,182.0,21.1521978021978,-0.56
4300471,Almirante Tamandaré do Sul - RS,2019,16930.0,16930.0,71106.0,4200.0,A856,45.16589357615596,725.4,129.0,22.24651162790698,0.13999999999999999
4300471,Almirante Tamandaré do Sul - RS,2020,16640.0,16640.0,59023.0,3547.0,A856,45.16589357615596,745.6,183.0,22.220765027322404,0.865
4300471,Almirante Tamandaré do Sul - RS,2021,16640.0,16640.0,65001.0,3906.0,A856,45.16589357615596,262.0,122.0,21.576923076923077,-0.0925
4300471,Almirante Tamandaré do Sul - RS,2022,16300.0,16300.0,37290.0,2288.0,A856,45.16589357615596,524.0,162.0,22.17912087912088,-0.9025000000000001
4300471,Almirante Tamandaré do Sul - RS,2023,16520.0,16520.0,27993.0,1694.0,A856,45.16589357615596,578.4,182.0,21.525824175824173,-0.655
4300505,Alpestre - RS,2000,450.0,450.0,675.0,1500.0,,,,,,-1.365
4300505,Alpestre - RS,2001,500.0,500.0,960.0,1920.0,,,,,,-1.045
4300505,Alpestre - RS,2002,450.0,450.0,378.0,840.0,,,,,,-0.405
4300505,Alpestre - RS,2003,400.0,400.0,912.0,2280.0,,,,,,0.21
4300505,Alpestre - RS,2004,500.0,500.0,442.0,884.0,,,,,,0.72
4300505,Alpestre - RS,2005,580.0,580.0,418.0,720.0,,,,,,0.4375
4300505,Alpestre - RS,2006,400.0,400.0,594.0,1485.0,,,,,,-0.07750000000000001
4300505,Alpestre - RS,2007,300.0,300.0,513.0,1710.0,,,,,,-0.14499999999999996
4300505,Alpestre - RS,2008,200.0,200.0,369.0,1845.0,A854,42.268079715158485,342.6,107.0,23.187962962962963,-0.4025
4300505,Alpestre - RS,2009,300.0,300.0,363.0,1210.0,A854,42.268079715158485,867.6,182.0,22.286813186813188,-1.255
4300505,Alpestre - RS,2010,300.0,300.0,720.0,2400.0,A854,42.268079715158485,1276.8,179.0,23.012849162011175,0.32999999999999996
4300505,Alpestre - RS,2011,300.0,300.0,720.0,2400.0,A854,42.268079715158485,967.8,181.0,21.746408839779004,0.11499999999999999
4300505,Alpestre - RS,2012,200.0,200.0,246.0,1230.0,A854,42.268079715158485,567.0,141.0,21.904964539007093,-1.08
4300505,Alpestre - RS,2013,250.0,238.0,579.0,2433.0,A854,42.268079715158485,1163.2,181.0,22.235555555555557,-0.615
4300505,Alpestre - RS,2014,300.0,300.0,504.0,1680.0,A854,42.268079715158485,1042.8,182.0,22.63791208791209,-0.0875
4300505,Alpestre - RS,2015,330.0,330.0,917.0,2779.0,A854,42.268079715158485,799.6,182.0,22.766483516483518,0.2875
4300505,Alpestre - RS,2016,700.0,700.0,1750.0,2500.0,A854,42.268079715158485,1823.8,183.0,22.43169398907104,1.5525
4300505,Alpestre - RS,2017,700.0,603.0,1820.0,3018.0,A854,42.268079715158485,1100.6,182.0,22.212637362637363,1.26
4300505,Alpestre - RS,2018,900.0,900.0,2211.0,2457.0,A854,42.268079715158485,960.8,150.0,21.662913907284768,-0.56
4300505,Alpestre - RS,2019,900.0,880.0,2390.0,2716.0,A854,42.268079715158485,1221.4,174.0,22.24712643678161,0.13999999999999999
4300505,Alpestre - RS,2020,1200.0,1200.0,2350.0,1958.0,A854,42.268079715158485,726.0,183.0,23.056284153005464,0.865
4300505,Alpestre - RS,2021,1400.0,1400.0,4036.0,2883.0,A854,42.268079715158485,633.8,181.0,22.66043956043956,-0.0925
4300505,Alpestre - RS,2022,2000.0,1700.0,2457.0,1445.0,A854,42.268079715158485,1021.8,180.0,23.139226519337015,-0.9025000000000001
4300505,Alpestre - RS,2023,1700.0,1700.0,4663.0,2743.0,A854,42.268079715158485,944.6,179.0,22.22458100558659,-0.655
4300554,Alto Alegre - RS,2000,5000.0,5000.0,9000.0,1800.0,,,,,,-1.365
4300554,Alto Alegre - RS,2001,5000.0,5000.0,13500.0,2700.0,,,,,,-1.045
4300554,Alto Alegre - RS,2002,5500.0,5500.0,13530.0,2460.0,,,,,,-0.405
4300554,Alto Alegre - RS,2003,6000.0,6000.0,18600.0,3100.0,,,,,,0.21
4300554,Alto Alegre - RS,2004,6200.0,6200.0,6696.0,1080.0,,,,,,0.72
4300554,Alto Alegre - RS,2005,6200.0,6050.0,3630.0,600.0,,,,,,0.4375
4300554,Alto Alegre - RS,2006,5700.0,5700.0,14706.0,2580.0,,,,,,-0.07750000000000001
4300554,Alto Alegre - RS,2007,6000.0,6000.0,12600.0,2100.0,,,,,,-0.14499999999999996
4300554,Alto Alegre - RS,2008,5700.0,5700.0,11400.0,2000.0,,,,,,-0.4025
4300554,Alto Alegre - RS,2009,5500.0,5500.0,15510.0,2820.0,,,,,,-1.255
4300554,Alto Alegre - RS,2010,6000.0,6000.0,15840.0,2640.0,,,,,,0.32999999999999996
4300554,Alto Alegre - RS,2011,6000.0,6000.0,19080.0,3180.0,,,,,,0.11499999999999999
4300554,Alto Alegre - RS,2012,6250.0,6250.0,14250.0,2280.0,,,,,,-1.08
4300554,Alto Alegre - RS,2013,6250.0,6250.0,21000.0,3360.0,A883,18.21636305151695,500.0,106.0,21.66320754716981,-0.615
4300554,Alto Alegre - RS,2014,6315.0,6315.0,18945.0,3000.0,A883,18.21636305151695,924.6,182.0,22.33186813186813,-0.0875
4300554,Alto Alegre - RS,2015,6045.0,6045.0,19935.0,3298.0,A883,18.21636305151695,770.0,154.0,22.271612903225805,0.2875
4300554,Alto Alegre - RS,2016,6050.0,6050.0,19965.0,3300.0,A883,18.21636305151695,1332.2,175.0,21.946022727272727,1.5525
4300554,Alto Alegre - RS,2017,6080.0,6080.0,21936.0,3608.0,A883,18.21636305151695,803.6,182.0,21.74120879120879,1.26
4300554,Alto Alegre - RS,2018,6080.0,6080.0,20136.0,3312.0,A883,18.21636305151695,1251.4,182.0,21.48956043956044,-0.56
4300554,Alto Alegre - RS,2019,6000.0,6000.0,18000.0,3000.0,A883,18.21636305151695,1149.8,182.0,21.8489010989011,0.13999999999999999
4300554,Alto Alegre - RS,2020,6000.0,6000.0,7200.0,1200.0,A883,18.21636305151695,766.8,183.0,22.788524590163934,0.865
4300554,Alto Alegre - RS,2021,6000.0,6000.0,23400.0,3900.0,A883,18.21636305151695,707.6,182.0,21.76868131868132,-0.0925
4300554,Alto Alegre - RS,2022,5600.0,5600.0,5600.0,1000.0,A883,18.21636305151695,508.0,165.0,22.870833333333334,-0.9025000000000001
4300554,Alto Alegre - RS,2023,6008.0,6008.0,8719.0,1451.0,A883,18.21636305151695,498.0,177.0,21.99774011299435,-0.655
4300570,Alto Feliz - RS,2000,,,,,,,,,,-1.365
4300570,Alto Feliz - RS,2001,,,,,,,,,,-1.045
4300570,Alto Feliz - RS,2002,,,,,,,,,,-0.405
4300570,Alto Feliz - RS,2003,,,,,,,,,,0.21
4300570,Alto Feliz - RS,2004,,,,,,,,,,0.72
4300570,Alto Feliz - RS,2005,,,,,,,,,,0.4375
4300570,Alto Feliz - RS,2006,,,,,,,,,,-0.07750000000000001
4300570,Alto Feliz - RS,2007,,,,,A840,33.20758558798366,406.8,101.0,22.389108910891093,-0.14499999999999996
